Recombinant Node ID	Breakpoint Interval 1	Breakpoint Interval 2	Recombinant Ranking	Donor Node ID	Donor Clade	Donor Lineage	Acceptor Node ID	Acceptor Clade	Acceptor Lineage
node_1319534	(16500,22992)	(28311,28879)	1.9	node_1141704	21F (Iota)	B.1.526	node_1319526	20B	B.1.1
node_1323593	(17999,19803)	(23604,23664)	2.11111	node_2229816	20I (Alpha,V1)	B.1.1.7	node_1323592	20B	B.1.1
node_1323829	(24506,24914)	(28048,28095)	3.8	node_2182717	20I (Alpha,V1)	B.1.1.7	node_1323828	20B	B.1.1
node_1323982	(17259,21614)	(23403,23604)	2.375	node_2500147	20J (Gamma,V3)	P.1	node_1323981	20B	B.1.1
node_1324167	(9891,11804)	(25703,27925)	2.11111	node_1136943	20C	B.1.637	node_1258386	20B	B.1.1
node_1324168	(25703,26149)	(28878,29903)	3.16667	node_2197621	20I (Alpha,V1)	B.1.1.7	node_1324167	20B	B.1.1
node_1326806	(241,4906)	(21077,22674)	3.16667	node_1641294	22B (Omicron)	BA.5.6	node_1326778	21M (Omicron)	B.1.1.529
node_1326807	(22578,23403)	(27807,29903)	3.8	node_1326781	21M (Omicron)	B.1.1.529	node_1326806	21M (Omicron)	B.1.1.529
node_1326819	(12160,20055)	(23948,26529)	0.301587	node_1326884	21M (Omicron)	B.1.1.529	node_1641355	22B (Omicron)	BA.5.6
node_1326824	(22200,22578)	(25000,27889)	3.8	node_1326823	21M (Omicron)	B.1.1.529	node_1698234	22B (Omicron)	BA.5.2
node_1326884	(21789,22200)	(23604,27889)	0.38	node_1326781	21M (Omicron)	B.1.1.529	node_1326772	21M (Omicron)	B.1.1.529
node_1326886	(241,670)	(21721,22578)	0.487179	node_1779050	22C (Omicron)	BA.2.12.1	node_1326885	21M (Omicron)	B.1.1.529
node_13306	(0,3037)	(26966,28903)	0.275362	node_13302	20A	B.1	node_13333	20A	B.1
node_134094	(6401,8322)	(13437,14187)	3.8	node_135572	21J (Delta)	AY.122	node_134093	21J (Delta)	AY.122
node_135571	(1547,7124)	(18423,18816)	1.9	node_165789	21J (Delta)	AY.122	node_135568	21J (Delta)	AY.122
node_1358643	(15009,20055)	(22917,23048)	2.375	node_1782187	22C (Omicron)	BA.2.12.1	node_1358642	21M (Omicron)	BA.2
node_136369	(1048,3242)	(18657,29742)	2.375	node_136263	21J (Delta)	AY.122	node_166783	21J (Delta)	AY.122
node_1364073	(2903,5413)	(13458,17502)	1.72727	node_1409710	21M (Omicron)	BA.2	node_1364072	21M (Omicron)	BA.2
node_137202	(18816,20937)	(27874,29903)	0.575758	node_126951	21J (Delta)	AY.122	node_137192	21J (Delta)	AY.122
node_1385163	(20268,21382)	(22674,22792)	2.71429	node_1340030	21M (Omicron)	BA.2	node_1385162	21M (Omicron)	BA.2
node_139995	(241,361)	(7420,27527)	0.95	node_139162	21J (Delta)	AY.122	node_166783	21J (Delta)	AY.122
node_1414459	(2525,7764)	(25000,25624)	1.9	node_1386831	21M (Omicron)	BA.2	node_1595131	21M (Omicron)	BA.2.9
node_142611	(16466,17139)	(26767,28396)	2.375	node_142610	21J (Delta)	AY.122	node_692617	21J (Delta)	AY.121
node_1443237	(21570,22200)	(23048,23570)	2.71429	node_1336132	21M (Omicron)	miscBA2BA1PostSpike	node_1442777	22A (Omicron)	BA.4.1.1
node_1445113	(0,4832)	(22577,27621)	0.475	node_1445110	22A (Omicron)	BA.4.1	node_1442719	21M (Omicron)	BA.2
node_144761	(11114,22281)	(29375,29742)	3.8	node_144760	21J (Delta)	AY.122	node_166783	21J (Delta)	AY.122
node_1448939	(21570,25000)	(26497,26529)	1.9	node_1699473	22B (Omicron)	BA.5.2	node_1448916	22A (Omicron)	BA.4.1
node_1449359	(17508,20055)	(27259,29903)	3.16667	node_1449358	22A (Omicron)	BA.4.1	node_1455116	22A (Omicron)	BA.4
node_1459079	(22200,22882)	(23854,27259)	3.8	node_1727770	22B (Omicron)	BA.5.2.1	node_1459078	22A (Omicron)	BA.4
node_146957	(18747,19220)	(28461,29903)	1.35714	node_254840	21J (Delta)	AY.79	node_146943	21J (Delta)	AY.122
node_147721	(4331,7105)	(21618,27527)	2.11111	node_603268	21J (Delta)	B.1.617.2	node_147715	21J (Delta)	AY.122
node_1480105	(17712,17712)	(25000,26936)	3.8	node_1480104	21M (Omicron)	BA.2	node_1479695	21M (Omicron)	BA.2
node_148483	(19911,28001)	(28461,29903)	0.0989583	node_168357	21J (Delta)	AY.122	node_148482	21J (Delta)	AY.122
node_1497679	(11537,22792)	(28911,29903)	2.71429	node_1561478	21M (Omicron)	BA.2	node_1497677	21M (Omicron)	miscBA1BA2Post8393
node_1559423	(12763,15240)	(22813,27509)	3.8	node_1837379	21M (Omicron)	BA.2	node_1559421	21M (Omicron)	BA.2
node_156659	(589,701)	(8208,19245)	3.8	node_152917	21J (Delta)	AY.122	node_703888	21J (Delta)	B.1.617.2
node_1572418	(12880,22686)	(26270,26858)	2.71429	node_1839159	21M (Omicron)	B.1.1.529	node_1572417	21M (Omicron)	BA.2.9
node_1579244	(9424,21762)	(25624,29510)	0.292308	node_1579243	21M (Omicron)	BA.2.9	node_1334271	21M (Omicron)	BA.2
node_1592075	(124,137)	(2790,8991)	3.16667	node_1592074	21M (Omicron)	BA.2.9	node_1592049	21M (Omicron)	BA.2.9
node_1603032	(16689,18828)	(23055,23604)	0.791667	node_1656755	22B (Omicron)	BA.5.3	node_1603031	21M (Omicron)	BA.2.9
node_1641956	(21077,21294)	(23599,28681)	0.703704	node_1650124	22B (Omicron)	BE.1.1	node_1641948	22B (Omicron)	BA.5.6
node_1644562	(16616,22578)	(26709,27012)	1.05556	node_1644543	22B (Omicron)	BA.5	node_1694569	22B (Omicron)	BA.5.2
node_1648193	(16935,20055)	(27807,28330)	1.58333	node_1715604	22B (Omicron)	BA.5.2.1	node_1647858	22B (Omicron)	BE.1.1
node_1651539	(0,3871)	(11916,16935)	3.8	node_1648467	22B (Omicron)	BE.1.1	node_1651538	22B (Omicron)	BE.1.1
node_1658254	(5538,10449)	(28881,29903)	1.26667	node_1658252	22B (Omicron)	BA.5	node_1649732	22B (Omicron)	BE.1.1
node_1660508	(0,241)	(19174,28330)	2.71429	node_1660501	22B (Omicron)	BA.5.1	node_1690850	22B (Omicron)	BA.5
node_1666467	(4321,7345)	(12792,22917)	2.375	node_1469941	21M (Omicron)	BA.2	node_1673208	22B (Omicron)	BA.5.1
node_1667363	(21721,22917)	(26529,26858)	0.863636	node_1336577	21M (Omicron)	miscBA2BA1PostSpike	node_1667362	22B (Omicron)	BA.5.1
node_1667368	(16092,22917)	(28330,29903)	1.35714	node_1667363	22B (Omicron)	BA.5.1	node_1772898	22C (Omicron)	BA.2.12.1
node_166771	(241,1048)	(27752,27874)	0.513514	node_166767	21J (Delta)	AY.122	node_246295	21J (Delta)	AY.44
node_1668823	(0,1627)	(12310,16323)	3.8	node_1703358	22B (Omicron)	BA.5.2	node_1669089	22B (Omicron)	BA.5.1
node_1677070	(0,1627)	(6979,16700)	2.71429	node_1708453	22B (Omicron)	BA.5.2.1	node_1676897	22B (Omicron)	BA.5.1
node_1680992	(15535,18163)	(22688,22742)	1.11765	node_1326845	21M (Omicron)	B.1.1.529	node_1680989	22B (Omicron)	BA.5.1
node_1680993	(20090,22200)	(27561,29903)	1.1875	node_1681081	22B (Omicron)	BA.5.1	node_1681026	22B (Omicron)	BA.5.1
node_1680996	(1627,4184)	(22742,26577)	2.11111	node_1680995	22B (Omicron)	BA.5.1	node_1703990	22B (Omicron)	BA.5.2.2
node_1681018	(1627,4184)	(9470,27038)	3.16667	node_1680973	22B (Omicron)	BA.5.1	node_1710613	22B (Omicron)	BA.5.2.1
node_1681150	(21952,22578)	(27807,29903)	1.9	node_1637909	22B (Omicron)	BA.5.5	node_1805831	22C (Omicron)	BA.2.12.1
node_1683673	(19407,22688)	(27807,28077)	3.8	node_1637918	22B (Omicron)	BA.5.5	node_1639586	22B (Omicron)	BA.5.5
node_16842	(5986,8883)	(13514,15933)	1.11765	node_1030516	20A	B.1.240	node_16840	20A	B.1.1.291
node_1687873	(10198,10798)	(12747,18163)	0.240506	node_1665540	22B (Omicron)	BA.5.1	node_1668099	22B (Omicron)	BA.5.1
node_1687897	(18163,18163)	(23075,27012)	3.8	node_1698234	22B (Omicron)	BA.5.2	node_1687896	22B (Omicron)	BA.5.1
node_1690680	(0,1559)	(17278,22792)	1.72727	node_1690683	22B (Omicron)	BA.5	node_1645397	22B (Omicron)	BE.1
node_1694204	(22599,22917)	(28330,29903)	1.9	node_1694734	22B (Omicron)	BA.5.2	node_1816798	21M (Omicron)	BA.2.76
node_1695419	(9857,22813)	(27012,27634)	0.145038	node_1695418	22B (Omicron)	BA.5.2	node_1730585	22B (Omicron)	BA.5.2.1
node_1698231	(16616,17410)	(25584,25714)	0.791667	node_1668096	22B (Omicron)	BA.5.1	node_1698230	22B (Omicron)	BA.5.2
node_1704005	(22275,26361)	(27807,28330)	3.8	node_1681051	22B (Omicron)	BA.5.1	node_1703959	22B (Omicron)	BA.5.2.2
node_1707281	(22427,22713)	(28542,29903)	0.513514	node_1650438	22B (Omicron)	BE.1.1	node_1707280	22B (Omicron)	BA.5.2.1
node_1727770	(21618,22200)	(27807,28330)	1.05556	node_1730389	22B (Omicron)	BA.5.2.1	node_1727734	22B (Omicron)	BA.5.2.1
node_1727900	(26709,27630)	(28881,29903)	2.71429	node_1634469	22B (Omicron)	BA.5.5	node_1727899	22B (Omicron)	BA.5.2.1
node_1727901	(22591,22775)	(26709,27630)	3.16667	node_1632779	22B (Omicron)	BA.5	node_1727900	22B (Omicron)	BA.5.2.1
node_1730355	(22995,23013)	(27807,29903)	2.71429	node_1644485	22B (Omicron)	BA.5	node_1641423	22B (Omicron)	BA.5.6
node_174463	(6627,9430)	(17118,19245)	3.8	node_151118	21J (Delta)	AY.122	node_124979	21J (Delta)	AY.122
node_1750236	(1170,2470)	(4184,8991)	1.35714	node_1426439	21M (Omicron)	BA.2.3	node_1750216	21M (Omicron)	BA.2
node_175219	(241,1824)	(24857,29742)	0.730769	node_175207	21J (Delta)	AY.122	node_136369	21J (Delta)	AY.122
node_1775244	(11750,14857)	(28727,29903)	3.8	node_1774380	22C (Omicron)	BA.2.12.1	node_1435229	21M (Omicron)	BA.2.3
node_1793981	(11986,15009)	(28881,29903)	3.16667	node_1780068	22C (Omicron)	BA.2.12.1	node_1436342	21M (Omicron)	BA.2.3
node_1794001	(0,670)	(6705,8991)	1.35714	node_1645304	22B (Omicron)	BE.1	node_1782581	22C (Omicron)	BA.2.12.1
node_1799769	(17649,22775)	(28881,29903)	2.375	node_1787069	22C (Omicron)	BA.2.12.1	node_1806838	22C (Omicron)	BA.2.12.1
node_1800089	(21721,22917)	(27040,27654)	0.311475	node_1770659	22C (Omicron)	BA.2.12.1	node_1364399	21M (Omicron)	BA.2
node_1801921	(21618,21721)	(26060,27382)	3.16667	node_1572121	21M (Omicron)	BA.2.9	node_1336222	21M (Omicron)	miscBA2BA1PostSpike
node_1805815	(10198,11674)	(25416,27259)	0.655172	node_1805650	22C (Omicron)	BA.2.12.1	node_1572359	21M (Omicron)	BA.2.9
node_1805993	(22688,23075)	(23948,29903)	0.633333	node_1805685	22C (Omicron)	BA.2.12.1	node_1805975	22C (Omicron)	BA.2.12.1
node_1806074	(16092,21721)	(22992,25521)	0.422222	node_1805652	22C (Omicron)	BA.2.12.1	node_1806959	22C (Omicron)	BA.2.12.1
node_1806173	(22200,22786)	(23854,25416)	0.191919	node_1459094	22A (Omicron)	BA.4	node_1806048	22C (Omicron)	BA.2.12.1
node_1806242	(22688,22882)	(27259,27382)	0.110465	node_1805680	22C (Omicron)	BA.2.12.1	node_1805819	22C (Omicron)	BA.2.12.1
node_1806244	(21721,22200)	(23403,25416)	0.117284	node_1806170	22C (Omicron)	BA.2.12.1	node_1572386	21M (Omicron)	BA.2.9
node_1806430	(21159,22679)	(27259,28864)	3.16667	node_1805596	22C (Omicron)	BA.2.12.1	node_1784062	22C (Omicron)	BA.2.12.1
node_1807126	(9430,15714)	(28881,29903)	3.8	node_1806772	22C (Omicron)	BA.2.12.1	node_1789962	22C (Omicron)	BA.2.12.1
node_1808465	(1376,2061)	(4993,11674)	1.58333	node_1368391	21M (Omicron)	BA.2	node_1808457	22C (Omicron)	BA.2.12.1
node_1814048	(9430,11674)	(27578,28881)	0.19	node_1814009	21M (Omicron)	BA.2.12.2	node_1588498	21M (Omicron)	BA.2.9
node_181492	(19220,22227)	(26767,27526)	3.16667	node_22471	21A (Delta)	B.1.617.2	node_183327	21J (Delta)	AY.122
node_18244	(23271,23604)	(24914,25437)	3.8	node_2278361	20I (Alpha,V1)	B.1.1.7	node_17808	20A	XB
node_1834793	(10447,12880)	(25000,29903)	1.9	node_1625321	21M (Omicron)	BA.2	node_1839032	21M (Omicron)	B.1.1.529
node_1836878	(22599,22882)	(25416,29903)	1.35714	node_1836870	21M (Omicron)	BA.2.10	node_1816564	21M (Omicron)	BA.2.76
node_1836885	(4321,9424)	(21618,21721)	1.35714	node_1807047	22C (Omicron)	BA.2.12.1	node_1836884	21M (Omicron)	BA.2.10
node_1836890	(20055,21721)	(27259,29903)	2.375	node_1805685	22C (Omicron)	BA.2.12.1	node_1836885	21M (Omicron)	BA.2.10
node_1836925	(22992,23055)	(28300,29903)	0.431818	node_1819587	21M (Omicron)	BA.2	node_1836924	21M (Omicron)	BA.2.10
node_1839168	(9534,10029)	(22688,26060)	0.633333	node_1334798	21M (Omicron)	miscBA2BA1PostSpike	node_1839167	21M (Omicron)	B.1.1.529
node_1845389	(0,10449)	(23055,25949)	1.72727	node_1842829	21K (Omicron)	BA.1	node_1897191	21K (Omicron)	BA.1.14.1
node_1849247	(23202,23948)	(28271,29583)	3.8	node_1849414	21K (Omicron)	BA.1	node_1849246	21K (Omicron)	BA.1
node_185175	(8158,11332)	(19802,29236)	1.9	node_185192	21J (Delta)	AY.122	node_185172	21J (Delta)	AY.122
node_1864269	(2832,8393)	(22578,22673)	0.59375	node_2154050	21K (Omicron)	BA.1	node_1864268	21K (Omicron)	BA.1
node_1868199	(22786,22898)	(25000,29903)	3.16667	node_1854322	21K (Omicron)	BA.1	node_1865133	21K (Omicron)	BA.1
node_1868352	(21159,22992)	(28472,29903)	3.8	node_1853752	21K (Omicron)	BA.1	node_1868351	21K (Omicron)	BA.1
node_1881936	(20134,21302)	(26530,29903)	2.71429	node_1883518	21K (Omicron)	BA.1.15	node_1881931	21K (Omicron)	BA.1.15
node_1895401	(17259,25000)	(27807,29903)	0.150794	node_2139838	21K (Omicron)	BA.1.17	node_1850887	21K (Omicron)	BA.1
node_1897185	(22599,22806)	(26709,29903)	2.11111	node_1897181	21K (Omicron)	BA.1.14.1	node_2037929	21K (Omicron)	BA.1.1
node_1899417	(3779,9364)	(22674,22688)	0.791667	node_1899416	21K (Omicron)	BA.1.13.1	node_1864099	21K (Omicron)	BA.1
node_19012	(4878,5184)	(27638,28881)	3.8	node_113824	21I (Delta)	B.1.617.2	node_19035	20A	B.1
node_1907322	(22673,22686)	(27384,29510)	0.542857	node_1839283	21M (Omicron)	B.1.1.529	node_1907319	21K (Omicron)	BA.1
node_1907327	(8393,11537)	(22578,22775)	3.16667	node_1864316	21K (Omicron)	BA.1	node_1907326	21K (Omicron)	BA.1
node_1938783	(15602,18163)	(23920,26270)	2.71429	node_2071506	21K (Omicron)	BA.1.1.2	node_1938782	21K (Omicron)	BA.1.1
node_1951834	(16064,18163)	(21641,29903)	0.575758	node_1978811	21K (Omicron)	BA.1.1.1	node_1857340	21K (Omicron)	BA.1
node_195577	(0,376)	(26189,27621)	1.72727	node_195548	21J (Delta)	AY.44	node_195474	21J (Delta)	AY.44
node_203587	(241,6040)	(16239,28028)	3.8	node_203355	21J (Delta)	AY.44	node_582822	21J (Delta)	B.1.617.2
node_203989	(7728,7926)	(29700,29903)	0.558824	node_203691	21J (Delta)	AY.44	node_262748	21J (Delta)	B.1.617.2
node_2054015	(11332,14408)	(22578,22673)	0.0840708	node_1839386	21M (Omicron)	B.1.1.529	node_2054127	21K (Omicron)	miscDeltaBA1Post11k
node_2054120	(18163,19220)	(27807,28882)	2.71429	node_1963575	21K (Omicron)	BA.1.1	node_2054076	21K (Omicron)	miscDeltaBA1Post11k
node_205691	(11962,13153)	(27425,27638)	1.46154	node_205690	21J (Delta)	AY.44	node_205643	21J (Delta)	AY.44
node_2061477	(21595,21663)	(26577,29903)	3.16667	node_2061475	21K (Omicron)	BA.1.1	node_1945958	21K (Omicron)	BA.1.1
node_2065759	(7375,10560)	(26530,27622)	1.26667	node_2069860	21K (Omicron)	BA.1.1.2	node_2112541	21K (Omicron)	BA.1.17.2
node_2083281	(2470,22599)	(28432,28882)	0.863636	node_2022375	21K (Omicron)	BA.1.1	node_2083279	21K (Omicron)	BA.1.1
node_210241	(23475,23604)	(28461,28916)	1.26667	node_86661	21I (Delta)	AY.75	node_210237	21J (Delta)	AY.44
node_2106317	(20743,22578)	(27807,29392)	2.71429	node_2170653	21K (Omicron)	BA.1	node_2106313	21K (Omicron)	BA.1.17
node_213425	(0,241)	(21123,27014)	0.730769	node_213402	21J (Delta)	AY.44	node_179980	21J (Delta)	AY.122
node_215374	(9274,14014)	(29700,29903)	0.678571	node_239765	21J (Delta)	AY.44	node_1005181	21A (Delta)	B.1.617.2
node_215418	(14014,14408)	(29700,29903)	3.8	node_233662	21J (Delta)	AY.44	node_426353	21J (Delta)	AY.25
node_2158585	(5730,15240)	(28271,29903)	3.16667	node_1931851	21K (Omicron)	BA.1.1.12	node_2160547	21K (Omicron)	BA.1.18
node_216242	(1093,6040)	(22917,28073)	3.8	node_216239	21J (Delta)	AY.44	node_860438	21J (Delta)	AY.4
node_2162816	(2470,5386)	(22686,23075)	2.71429	node_1926522	21K (Omicron)	BA.1.1	node_2162123	21K (Omicron)	BA.1.18
node_2175536	(11333,11537)	(18163,23075)	3.8	node_2116498	21K (Omicron)	BA.1.17.2	node_2175535	21K (Omicron)	BA.1
node_2180999	(6613,12778)	(28512,29903)	3.8	node_2180990	20B	B.1.1	node_1323984	20B	B.1.1
node_2181008	(14676,14676)	(28881,29903)	1.9	node_2181007	20B	B.1.1	node_2494629	20J (Gamma,V3)	P.1.1
node_2181804	(5388,5986)	(24914,27972)	3.16667	node_2181799	20B	B.1.1	node_2204818	20I (Alpha,V1)	B.1.1.7
node_2181918	(16176,16466)	(27874,28280)	2.375	node_2197551	20I (Alpha,V1)	B.1.1.7	node_2181909	20B	B.1.1
node_2181989	(1059,3037)	(23664,25517)	3.8	node_1152261	20C	B.1	node_2182014	20B	B.1.1
node_2181996	(23063,23271)	(28048,28075)	2.71429	node_1087087	20A	B.1	node_3422	19A	B
node_2182683	(913,2494)	(25708,28280)	2.71429	node_2402260	20I (Alpha,V1)	B.1.1.7	node_2182439	20I (Alpha,V1)	B.1.1.7
node_2183646	(24914,25469)	(28282,28461)	1.46154	node_118920	21A (Delta)	B.1.617.2	node_2409655	20I (Alpha,V1)	B.1.1.7
node_2183796	(5388,14408)	(27360,28280)	1.9	node_2183795	20I (Alpha,V1)	B.1.1.7	node_2198647	20I (Alpha,V1)	B.1.1.7
node_2195033	(19868,26060)	(28282,29666)	2.71429	node_2195032	20I (Alpha,V1)	B.1.1.7	node_2199604	20I (Alpha,V1)	B.1.1.7
node_2197815	(6954,14676)	(27972,28075)	2.375	node_1087086	20A	B.1	node_2197814	20I (Alpha,V1)	B.1.1.7
node_2197963	(241,913)	(24914,26767)	3.8	node_2197482	20I (Alpha,V1)	B.1.1.7	node_10092	20A	B.1
node_2198887	(9893,16176)	(28881,29903)	3.16667	node_2197259	20I (Alpha,V1)	B.1.1.7	node_2328554	20I (Alpha,V1)	B.1.1.7
node_2199323	(0,3037)	(16889,17019)	0.38	node_1193026	20A	B.1.160	node_1182427	20A	B.1
node_2199379	(18028,20451)	(26972,27800)	1.9	node_1012994	20A	B.1.258	node_1011333	20A	B.1
node_2204774	(0,2110)	(16176,27964)	2.71429	node_2204719	20I (Alpha,V1)	B.1.1.7	node_2204773	20I (Alpha,V1)	B.1.1.7
node_2204789	(2692,5230)	(28282,29903)	3.8	node_2204788	20I (Alpha,V1)	B.1.1.7	node_2198204	20I (Alpha,V1)	B.1.1.7
node_2210602	(16456,21530)	(28883,29903)	3.16667	node_2322413	20I (Alpha,V1)	B.1.1.7	node_2183286	20I (Alpha,V1)	B.1.1.7
node_2214067	(5986,6954)	(24914,27972)	3.8	node_2181799	20B	B.1.1	node_2182373	20I (Alpha,V1)	B.1.1.7
node_2221757	(23012,23063)	(28095,29903)	3.8	node_2357364	20I (Alpha,V1)	B.1.1.7	node_2221753	20I (Alpha,V1)	B.1.1.7
node_2228025	(0,2453)	(21974,27381)	2.375	node_2183400	20I (Alpha,V1)	B.1.1.7	node_2282212	20I (Alpha,V1)	B.1.1.7
node_22325	(0,1191)	(12455,12946)	2.71429	node_110333	21I (Delta)	B.1.617.2	node_776206	21J (Delta)	AY.39
node_22359	(0,2911)	(21618,22227)	0.172727	node_71560	21I (Delta)	AY.26	node_747889	21J (Delta)	AY.3
node_224548	(241,2133)	(27389,27638)	3.8	node_224547	21J (Delta)	AY.44	node_223231	21J (Delta)	AY.44
node_228197	(16726,26491)	(27752,28073)	3.8	node_201717	21J (Delta)	AY.44	node_220325	21J (Delta)	AY.44
node_2298534	(241,823)	(17615,28280)	2.11111	node_2198452	20I (Alpha,V1)	B.1.1.7	node_2183494	20I (Alpha,V1)	B.1.1.7
node_2301239	(21770,22094)	(28881,29509)	2.11111	node_2300875	20I (Alpha,V1)	Q.3	node_2300234	20I (Alpha,V1)	Q.3
node_2306014	(19854,23403)	(28111,28559)	2.11111	node_1310003	20B	B.1.1	node_2305984	20I (Alpha,V1)	B.1.1.7
node_2325628	(0,733)	(14408,14676)	3.16667	node_2197621	20I (Alpha,V1)	B.1.1.7	node_1309985	20B	B.1.1
node_2345019	(19518,19862)	(28657,28884)	2.71429	node_2395932	20I (Alpha,V1)	B.1.1.7	node_2344073	20I (Alpha,V1)	B.1.1.7
node_2349338	(19390,24914)	(28857,29903)	0.184466	node_2260748	20I (Alpha,V1)	B.1.1.7	node_2349208	20I (Alpha,V1)	B.1.1.7
node_2350256	(3267,5986)	(25703,28881)	2.375	node_2350255	20I (Alpha,V1)	B.1.1.7	node_2181839	20B	B.1.1
node_2356594	(11182,19390)	(28111,29903)	0.387755	node_2354244	20I (Alpha,V1)	B.1.1.7	node_2353926	20I (Alpha,V1)	B.1.1.7
node_2356701	(6166,6954)	(23063,28095)	0.22619	node_2197311	20I (Alpha,V1)	B.1.1.7	node_2354747	20I (Alpha,V1)	B.1.1.7
node_2365312	(14120,21294)	(27972,28095)	1.72727	node_2193621	20I (Alpha,V1)	B.1.1.7	node_2342481	20I (Alpha,V1)	B.1.1.7
node_2388686	(4422,5986)	(28881,29903)	1.05556	node_2387727	20I (Alpha,V1)	B.1.1.7	node_2392956	20I (Alpha,V1)	B.1.1.7
node_2395799	(1513,4504)	(28300,28603)	3.16667	node_2395777	20I (Alpha,V1)	B.1.1.7	node_2182436	20I (Alpha,V1)	B.1.1.7
node_2421677	(18657,23709)	(28878,29598)	3.8	node_2250066	20I (Alpha,V1)	B.1.1.7	node_2421676	20I (Alpha,V1)	B.1.1.7
node_2424813	(17615,22714)	(28111,29903)	3.16667	node_2269552	20I (Alpha,V1)	B.1.1.7	node_2424811	20I (Alpha,V1)	B.1.1.7
node_2431446	(15096,16323)	(27503,28095)	2.71429	node_2431229	20I (Alpha,V1)	B.1.1.7	node_2182433	20I (Alpha,V1)	B.1.1.7
node_2436532	(11750,15096)	(27879,28095)	2.11111	node_2236455	20I (Alpha,V1)	B.1.1.7	node_2436503	20I (Alpha,V1)	B.1.1.7
node_2439443	(758,913)	(28977,29409)	1.11765	node_2421978	20I (Alpha,V1)	B.1.1.7	node_1201794	20A	B.1.36.1
node_2445453	(27703,27703)	(28977,29764)	1.05556	node_1324278	20B	B.1.1	node_2445436	20I (Alpha,V1)	B.1.1.7
node_2450630	(3037,18424)	(28272,28881)	2.11111	node_1255810	20A	B.1	node_1302379	20B	B.1.1
node_2454791	(313,10323)	(26951,28378)	0.904762	node_2454790	20B	B.1.1	node_1029812	20A	B.1.240
node_246061	(27638,27874)	(29402,29700)	3.16667	node_1005917	21A (Delta)	B.1.617.2	node_202656	21J (Delta)	AY.44
node_2462809	(0,733)	(5648,21614)	2.71429	node_2462805	20J (Gamma,V3)	P.1	node_9958	20A	B.1
node_2464132	(0,593)	(23525,25996)	2.375	node_2464042	20J (Gamma,V3)	P.1	node_2480787	20J (Gamma,V3)	P.1.7
node_2467705	(2110,2749)	(28095,28877)	3.16667	node_2467704	20J (Gamma,V3)	P.1	node_2221754	20I (Alpha,V1)	B.1.1.7
node_2467737	(733,3828)	(15279,21614)	3.8	node_2197617	20I (Alpha,V1)	B.1.1.7	node_2467726	20J (Gamma,V3)	P.1
node_247004	(2497,14014)	(27752,29614)	1.9	node_202494	21J (Delta)	AY.44	node_247003	21J (Delta)	AY.44
node_2482833	(0,733)	(6487,6613)	3.8	node_2497982	20J (Gamma,V3)	P.1	node_2498762	20J (Gamma,V3)	P.1
node_2484131	(21974,22132)	(24642,25088)	2.71429	node_2492511	20J (Gamma,V3)	P.1	node_2484130	20J (Gamma,V3)	P.1
node_2484629	(6541,11239)	(28512,28878)	1.05556	node_2484408	20J (Gamma,V3)	P.1	node_2484149	20J (Gamma,V3)	P.1
node_2492491	(21638,21786)	(28877,29903)	3.8	node_2492490	20J (Gamma,V3)	P.1	node_2500120	20J (Gamma,V3)	P.1
node_2498784	(22812,23604)	(27874,28461)	0.95	node_705820	21J (Delta)	B.1.617.2	node_2498781	20J (Gamma,V3)	P.1
node_2499333	(592,4988)	(17352,19257)	3.16667	node_2499428	20J (Gamma,V3)	P.1	node_2499330	20J (Gamma,V3)	P.1
node_2502407	(100,4861)	(9348,10804)	3.16667	node_1289180	20B	B.1.1.28	node_2502406	20B	B.1.1.33
node_2503072	(100,4861)	(14408,22879)	0.575758	node_1289180	20B	B.1.1.28	node_2503071	20B	B.1.1.33
node_254142	(7926,11117)	(29700,29903)	2.71429	node_211930	21J (Delta)	AY.44	node_392169	21J (Delta)	AY.25.1
node_264249	(9053,14408)	(28881,29738)	2.11111	node_22229	21A (Delta)	B.1.617.2	node_263863	21J (Delta)	B.1.617.2
node_26803	(5584,6402)	(22227,27874)	0.24359	node_26802	21I (Delta)	AY.47	node_781403	21J (Delta)	B.1.617.2
node_27182	(1177,1684)	(16935,19170)	2.375	node_29678	21I (Delta)	AY.47	node_118609	21A (Delta)	B.1.617.2
node_287908	(0,874)	(19872,21618)	3.8	node_287904	21J (Delta)	AY.103	node_326659	21J (Delta)	AY.103
node_292276	(936,3684)	(9053,12439)	1.11765	node_686795	21J (Delta)	AY.121	node_1003962	21J (Delta)	B.1.617.2
node_300762	(0,1191)	(9678,10029)	1.9	node_114805	21I (Delta)	AY.48	node_300723	21J (Delta)	AY.103
node_300773	(24208,25572)	(29669,29903)	3.16667	node_114803	21I (Delta)	AY.48	node_300770	21J (Delta)	AY.103
node_303026	(23604,24208)	(28916,29903)	2.375	node_300769	21J (Delta)	AY.103	node_303025	21J (Delta)	AY.103
node_303028	(6652,7124)	(22917,23086)	3.16667	node_781525	21J (Delta)	B.1.617.2	node_303027	21J (Delta)	AY.103
node_30651	(5303,22227)	(28326,28849)	3.8	node_27039	21I (Delta)	AY.47	node_30650	21I (Delta)	AY.47
node_31877	(5164,6402)	(13019,19220)	3.16667	node_1005077	21A (Delta)	B.1.617.2	node_31876	21I (Delta)	AY.47
